Writer,Content,Date,Like,Tag,Comments,Url
moonasmr22,분명 한마리를 시켰는데 큰 닭을써서 두마리를 시킨것처럼 두박스가 오는치킨! 닭다리를 먹는데 모짜렐라 치즈가🧀띠용? 니가 거기 왜나와..? 조합천재!! 치킨옷은 왤케 바삭하고 맛있는지.. 오늘밤 치킨플러스 치킨 시켜보세요. 넘 맛있어용!!,10-16,261.2K,[],1950,https://www.tiktok.com/@moonasmr22/video/7290509714297752833?q=%EC%9D%8C%EC%8B%9D
hi.u_official,🤎🍄버섯파티 Mushroom Party🍄🤎 | 풀영상 유튜브 👉 HIU하이유 Full Video YouTube 👉 HIU하이유,9-10,443K,['#HIU'],2000,https://www.tiktok.com/@hi.u_official/video/7277194886858722578?q=%EC%9D%8C%EC%8B%9D
ddo.ho,충성! 곧 입대하거나 군인인 친구를 태그해주세요!! (PX 꿀조합 음식 모음),2-24,90.9K,"['#군대', '#군대음식', '#PX', '#또호이모지', '#이모지먹방']",1118,https://www.tiktok.com/@ddo.ho/video/7203704209399729409?q=%EC%9D%8C%EC%8B%9D
ddo.sol,이월드에 가면🍭 또솔이 먹고온! 5가지 음식 중에! 뭐가 가장 맛있어보이나요😍??,2022-6-5,73.7K,"['#놀이동산', '#이월드', '#틱톡푸드']",378,https://www.tiktok.com/@ddo.sol/video/7105754777987943681?q=%EC%9D%8C%EC%8B%9D
dangbee_eating,오랜만에 롯데리아 햄버거랑 사이드 시켜먹었어요!🍔🍟🥤 핫크리스피버거 쫀맛탱,1-16,185.4K,[],1422,https://www.tiktok.com/@dangbee_eating/video/7189259701564067074?q=%EC%9D%8C%EC%8B%9D
usersjsj1248,당비님 치즈 모음집🧀,5-16,58.4K,"['#팬계', '#추천', '#틱톡푸드', '#푸드']",103,https://www.tiktok.com/@usersjsj1248/video/7233706029744229633?q=%EC%9D%8C%EC%8B%9D
stephaniekimchi,일본편의점 통째로 한국에 들고오고싶다🍮☁️✨ jiggly glico pudding ฅ^•ﻌ•^ฅ,2022-11-14,855.3K,"['#틱톡푸드', '#tiktokfood', '#aesthetic']",2525,https://www.tiktok.com/@stephaniekimchi/video/7165783683108965634?q=%EC%9D%8C%EC%8B%9D
kkubi99,나라별 음식 소개 튜토리얼,2022-8-24,421.8K,"['#틱톡현실', '#챌린지크리에이터', '#유백합튜토리얼', '#fyp', '#추천']",954,https://www.tiktok.com/@kkubi99/video/7135399359084121345?q=%EC%9D%8C%EC%8B%9D
saeroniee,Make lazy day dinner with me 🐈‍⬛,4-1,346.2K,"['#koreanstreetfood', '#sgfoodie', '#korean', '#tiktoksg', '#vlog', '#fyp', '#foryou']",264,https://www.tiktok.com/@saeroniee/video/7217028914781113602?q=%EC%9D%8C%EC%8B%9D
hwadi_chwei,喜欢？,7-9,648.8K,"['#对话', '#食物']",30.8K,https://www.tiktok.com/@hwadi_chwei/video/7253773983479303426?q=%EC%9D%8C%EC%8B%9D
mukbang.yummy2,,7-8,3.6M,"['#food', '#foodtiktok', '#foodvideo', '#foodasmr', '#mukbangvideo', '#chinesefood', '#diliciousfood']",25.5K,https://www.tiktok.com/@mukbang.yummy2/video/7253268757303348507?q=%EC%9D%8C%EC%8B%9D
hyo.boss,🫀raw liver mukbang 생간 먹방🩸,1-26,827.1K,"['#도전소스', '#foryoupage', '#간먹방', '#rawliver', '#eatingasmr']",16.7K,https://www.tiktok.com/@hyo.boss/video/7192902856163298561?q=%EC%9D%8C%EC%8B%9D
huba333,Random Red Food Challenge,1-18,45.4K,"['#틱톡푸드', '#mukbangs', '#mukbangeatingshow', '#mukbangasmr', '#fypシ']",135,https://www.tiktok.com/@huba333/video/7189939689229503745?q=%EC%9D%8C%EC%8B%9D
hhhami_snack,간식은 공평하게,2022-12-28,14.4K,"['#하하하미', '#하하하미추천', '#하하하미간식', '#파트너크리에이터', '#틱톡푸드', '#푸드사운드', '#현기증나푸드']",68,https://www.tiktok.com/@hhhami_snack/video/7182063157178043649?q=%EC%9D%8C%EC%8B%9D
carotscream,아주 맛있다,8-2,19.9K,"['#음식', '#먹방asmr', '#꿀', '#벌집', '#벌집꿀']",589,https://www.tiktok.com/@carotscream/video/7262568434850909441?q=%EC%9D%8C%EC%8B%9D
shortsinfluencer,일본 음식 모형 장인,8-22,10.5K,['#음식모형달인'],114,https://www.tiktok.com/@shortsinfluencer/video/7267710848074779906?q=%EC%9D%8C%EC%8B%9D
promukbang,송주불냉면에 매운 소스 한통 다 넣고 국물 먹으면 이렇게 돼요,1-25,299.4K,"['#eatingshow', '#eating', '#asmr', '#mukbangasmr']",1020,https://www.tiktok.com/@promukbang/video/7192560817840065794?q=%EC%9D%8C%EC%8B%9D
kkonya_tv,대만에서 취두부 먹기..? 쉐리의 대만 최애 음식이라는데...믿어도 될까요?😵,3-6,44.5K,"['#취두부', '#대만', '#야시장']",178,https://www.tiktok.com/@kkonya_tv/video/7207387021818498305?q=%EC%9D%8C%EC%8B%9D
yuyofood,低热量减脂餐，今天吃个老坛的國,4-27,1.2M,"['#food', '#美食']",4337,https://www.tiktok.com/@yuyofood/video/7226422731816881413?q=%EC%9D%8C%EC%8B%9D
1minsangsic,세계에서 가장 잔인한 요리,2021-10-3,131.4K,"['#지식', '#상식', '#틱톡쌤']",1150,https://www.tiktok.com/@1minsangsic/video/7014726955752885505?q=%EC%9D%8C%EC%8B%9D
girls_follow11,가슴 커지는 착한 음식들❤❤,2020-2-28,106.8K,[],5664,https://www.tiktok.com/@girls_follow11/video/6798327756062084353?q=%EC%9D%8C%EC%8B%9D
jabsik_dinosaur,주말에는 오픈런 해도 못 먹는다는 북가좌동 떡볶이집,6-30,66.4K,"['#먹방추천', '#추천', '#먹방', '#먹bread', '#맛집추천']",272,https://www.tiktok.com/@jabsik_dinosaur/video/7250411130177309953?q=%EC%9D%8C%EC%8B%9D
kkubi99,님에게 회신 나라별 음식 소개 결과😍,2022-8-24,234.6K,"['#유백합튜토리얼', '#fyp', '#추천']",1592,https://www.tiktok.com/@kkubi99/video/7135416673091292418?q=%EC%9D%8C%EC%8B%9D
princewhizky,ASMR MUKBANG KOREAN FOOD,5-14,460.6K,"['#mukbang', '#makanpedas', '#koreanmukbang', '#koreanmukbang🇰🇷']",2379,https://www.tiktok.com/@princewhizky/video/7233003422776184090?q=%EC%9D%8C%EC%8B%9D
hopkinscarter.550,Cheese Tteokbokki with Crispy Corn Dog🧀 Ball MukBang~!!,4-4,2.3M,"['#asmr', '#food', '#asmreating']",23.7K,https://www.tiktok.com/@hopkinscarter.550/video/7218027491120680234?q=%EC%9D%8C%EC%8B%9D
kaixin234,,2022-1-1,1.5M,"['#요리', '#디저트']",4752,https://www.tiktok.com/@kaixin234/video/7048153943104408833?q=%EC%9D%8C%EC%8B%9D
foodradio,[],2-28,103.9K,[],428,https://www.tiktok.com/@foodradio/video/7205165674795207938?q=%EC%9D%8C%EC%8B%9D
shsgsgwe,진짜 실제음식같다,2022-3-23,30.1K,"['#페북영상', '#추천']",54,https://www.tiktok.com/@shsgsgwe/video/7078256701501148418?q=%EC%9D%8C%EC%8B%9D
sweet_lipsasmr,ASMR) 불닭팽이버섯 Eating Sound,1-14,284.4K,"['#emoji', '#foodtiktok', '#emojichallenge', '#이모티콘먹방', '#먹방asmr']",1199,https://www.tiktok.com/@sweet_lipsasmr/video/7188459438741671169?q=%EC%9D%8C%EC%8B%9D
a.bite,,2020-7-17,2.9M,"['#한판만', '#blue', '#파란음식', '#color', '#foryoupage', '#foru']",35K,https://www.tiktok.com/@a.bite/video/6850435389354724610?q=%EC%9D%8C%EC%8B%9D
rankingschoolkr,잘나가다가 결말에서 말아먹은 웹툰 TOP3_01,2022-9-15,51K,"['#틱톡정보', '#랭킹', '#웹툰결말', '#결말폭망']",425,https://www.tiktok.com/@rankingschoolkr/video/7143525281943375106?q=%EC%9D%8C%EC%8B%9D
ddimmi96,진짜 예쁘고 신기한 보석 간식💎 ASMR,8-16,637.3K,"['#코하쿠토', '#코하쿠토asmr', '#먹방', '#먹방asmr', '#asmr', '#mukbang']",2168,https://www.tiktok.com/@ddimmi96/video/7267827173459758338?q=%EC%9D%8C%EC%8B%9D
seongwoonim,500원 3끼 가능?,2022-12-26,56K,"['#틱톡푸드', '#그맛']",359,https://www.tiktok.com/@seongwoonim/video/7181370979254275329?q=%EC%9D%8C%EC%8B%9D
bebebillla,김치~! ㅋㅋㅋㅋㅋ,2022-6-25,140.7K,"['#추천', '#추천떠라', '#추천간판', '#먹방', '#먹방asmr', '#먹방유튜버', '#좋아', '#좋아요']",219,https://www.tiktok.com/@bebebillla/video/7113043678280649985?q=%EC%9D%8C%EC%8B%9D
bayashi.tiktok,,4-4,1.9M,['#tiktokfood'],9676,https://www.tiktok.com/@bayashi.tiktok/video/7218050779465125122?q=%EC%9D%8C%EC%8B%9D
mzbo_ok,님에게 회신 쓰다보니 내가 자주 먹는 음식들이네..?,2022-5-12,4581,"['#살찌는', '#살찌는음식', '#틱톡교실', '#에듀톡']",237,https://www.tiktok.com/@mzbo_ok/video/7096859447376514305?q=%EC%9D%8C%EC%8B%9D
mssamsisekki,평생 한가지 음식만 먹어야 한다면❔ 난 무조건 샌드위치🥪 | I can eat this everyday,2022-11-12,228.6K,"['#틱톡푸드', '#푸드사운드']",466,https://www.tiktok.com/@mssamsisekki/video/7164950433360776449?q=%EC%9D%8C%EC%8B%9D
yamyamitv,,1-1,269K,"['#새해복많이받으세요', '#떡국', '#야외촬영', '#먹방', '#ricecakesoup', '#mukbang', '#eatingshow']",1462,https://www.tiktok.com/@yamyamitv/video/7183621669804625154?q=%EC%9D%8C%EC%8B%9D
kellyfornia_99,[특수효과 출처: 유튜브 프리티콘 채널],2022-4-26,43.6K,"['#김켈리', '#학생일상', '#틱톡순삭', '#웃긴영상', '#먹방', '#틱톡먹방']",830,https://www.tiktok.com/@kellyfornia_99/video/7090877492877167874?q=%EC%9D%8C%EC%8B%9D
flako_dancelife,이 음식의 이름은 뭘까요? 여러분들은 드실수 있나요?😁,2021-10-6,35.4K,"['#개구리반찬', '#먹방', '#블먹', '#블라인드먹방', '#거북이']",440,https://www.tiktok.com/@flako_dancelife/video/7015873116484291841?q=%EC%9D%8C%EC%8B%9D
nayeon0721,삼각김밥 배쓰밤🍙✨ 여러분 드뎌 보여드려요!!! 나머지 한개는 나중에 이벤트 열어서 나눔해드릴게요🩵,6-12,23.3K,['#배쓰밤'],159,https://www.tiktok.com/@nayeon0721/video/7243701610382167298?q=%EC%9D%8C%EC%8B%9D
trendingvideo061,Replying to,17시간 전,3119,"['#mrbeastchallenge', '#mart', '#living']",23,https://www.tiktok.com/@trendingvideo061/video/7308349204865240321?q=%EC%9D%8C%EC%8B%9D
foodradio,사이다로,2022-8-10,59.2K,"['#시스루', '#피클', '#오이', '#cucumber', '#레시피읽어주는여자', '#foodradio', '#틱톡푸드']",348,https://www.tiktok.com/@foodradio/video/7130187253497842946?q=%EC%9D%8C%EC%8B%9D
dueundl,162cm 41kg 하루 먹은거 기록,5-2,60.7K,['#하루종일먹은것들'],356,https://www.tiktok.com/@dueundl/video/7228502222710000897?q=%EC%9D%8C%EC%8B%9D
baby_pig_rabbit,🐙🐙🐙가 커진다↗️↗️↗️,2022-4-23,653.6K,"['#틱톡먹방', '#틱톡푸드', '#푸드디스플레이', '#asmr', '#돼끼']",2440,https://www.tiktok.com/@baby_pig_rabbit/video/7089762867855052034?q=%EC%9D%8C%EC%8B%9D
gongsam_table,Youtube➡GONGSAM TABLE 이공삼,9-17,551.2K,"['#foryou', '#foru', '#fyp', '#foryourpage', '#ASMR', '#먹방', '#푸드']",1960,https://www.tiktok.com/@gongsam_table/video/7279782616402873607?q=%EC%9D%8C%EC%8B%9D
lee_jaezer00,"형,,,이 맛있는걸 혼자 먹겠다고? 이 조합 쩐다,,,",7-14,5956,"['#60계치킨', '#치킨']",43,https://www.tiktok.com/@lee_jaezer00/video/7255601887125261586?q=%EC%9D%8C%EC%8B%9D
moonasmr22,바삭바삭한 음식 먹방 Crunchy Food ASMR mukbang,2022-8-13,233.4K,"['#foryou', '#입술먹방', '#먹방asmr', '#바삭바삭']",1200,https://www.tiktok.com/@moonasmr22/video/7131259971227979009?q=%EC%9D%8C%EC%8B%9D
krazybunny75,고객대응 개빠름ㅋㅋㅋㅋㅋㅋ,9-13,58K,"['#유머', '#외국유머', '#미국릴스', '#해외영상', '#밈', '#아르바이트', '#알바생']",884,https://www.tiktok.com/@krazybunny75/video/7278214400320802055?q=%EC%9D%8C%EC%8B%9D
kenty_cook,spicy pork rice pot 🌶️🍲,10-30,618.4K,['#food'],1897,https://www.tiktok.com/@kenty_cook/video/7295418850869267713?q=%EC%9D%8C%EC%8B%9D
mukbangasiann,Có ai thèm khum 🤣🤣 Beautiful girl eats snake ? So âmzingg 😵😵😵,2-24,462K,"['#mukbang', '#asmr', '#snake', '#chinesefood']",48.2K,https://www.tiktok.com/@mukbangasiann/video/7203695905743326510?q=%EC%9D%8C%EC%8B%9D
food.asian,,10-28,263.9K,"['#food', '#xh', '#fyp', '#foodtiktokchallenge', '#xuhuongtiktok', '#foryoupage']",13.4K,https://www.tiktok.com/@food.asian/video/7294928172351606049?q=%EC%9D%8C%EC%8B%9D
belt_man,소세지의 진화를 4단계로 표현해 보았어요. 어때요 맛있어보이죵? 4 level sasages mukbang!!!,9-17,144K,"['#틱톡먹방', '#틱톡푸드']",3254,https://www.tiktok.com/@belt_man/video/7279718468478373121?q=%EC%9D%8C%EC%8B%9D
hanlip6258,연어 사시미 한입,3-15,352.3K,"['#배네타', '#파트너크리에이터', '#한입좌']",4525,https://www.tiktok.com/@hanlip6258/video/7210683505091546369?q=%EC%9D%8C%EC%8B%9D
bayashi.tiktok,Replying to,2-8,2.8M,"['#tiktokfood', '#asmr']",16.1K,https://www.tiktok.com/@bayashi.tiktok/video/7197712678431902977?q=%EC%9D%8C%EC%8B%9D
jeon_unni,해외 언니야들이 먹는 빨간피클😊나도 먹어바따 크아앙,4-13,166.5K,"['#샤모이피클', '#chamoypickle', '#chamoy', '#tajin']",1788,https://www.tiktok.com/@jeon_unni/video/7221466496180980994?q=%EC%9D%8C%EC%8B%9D
a.bite,손흥민선수가 좋아하는 음식 Son Heung-min's favorite food 😆,2022-7-9,72K,"['#한판만', '#foryou', '#fyp', '#foryoupage', '#틱톡푸드']",324,https://www.tiktok.com/@a.bite/video/7118292252732017921?q=%EC%9D%8C%EC%8B%9D
mayofood,군만두,7-19,176.5K,"['#틱톡푸드', '#koreanstreetfood', '#streetfood', '#koreanfood', '#틱톡푸드크리에이터', '#tiktokfood']",304,https://www.tiktok.com/@mayofood/video/7257519170756119809?q=%EC%9D%8C%EC%8B%9D
somerz_,진짜 바삭한 치킨이 사람잡네🤤,8-6,18.1K,"['#치킨', '#먹방asmr', '#추천', '#추천떠라', '#틱톡미식회', '#틱톡푸드']",209,https://www.tiktok.com/@somerz_/video/7264089645808372994?q=%EC%9D%8C%EC%8B%9D
baby_pig_rabbit,🍝🍜🍝면이 점점 커진다아↗️↗️↗️,2022-5-22,436.3K,"['#감사푸드톡', '#틱톡먹방']",863,https://www.tiktok.com/@baby_pig_rabbit/video/7100530693884693762?q=%EC%9D%8C%EC%8B%9D
hyeya_tv,이렇게 맛있는걸 저만 몰랐나요?,7-30,75.5K,"['#컵누들투움바', '#컵누들투움바파스타', '#컵누들요리', '#컵누들매콤한맛']",386,https://www.tiktok.com/@hyeya_tv/video/7261540131201404161?q=%EC%9D%8C%EC%8B%9D
mincheol1022,,6-28,45.2K,"['#짜글이찌개', '#짜글이먹방', '#스팸짜글이', '#냠냠간단요리', '#Foodtiktok', '#오늘뭐먹지', '#']",436,https://www.tiktok.com/@mincheol1022/video/7249693001553939720?q=%EC%9D%8C%EC%8B%9D
kkonya_tv,내가 뽑은 롯데월드 간식 Top7❗️맞아 먹으러 간거야😁,2022-5-23,16K,[],100,https://www.tiktok.com/@kkonya_tv/video/7100746244577889538?q=%EC%9D%8C%EC%8B%9D
yungduck1214,매운 음식 먹으면 배 아픈 사람,2022-1-7,1.7M,[],4115,https://www.tiktok.com/@yungduck1214/video/7050410222724058370?q=%EC%9D%8C%EC%8B%9D
dcee_asmr,입맛 없을땐 진짜 이만한게 없다..,1-16,67.4K,"['#asmr', '#먹방', '#먹방asmr', '#eatingsound', '#eatingshow', '#asmrfood']",773,https://www.tiktok.com/@dcee_asmr/video/7189172478772530434?q=%EC%9D%8C%EC%8B%9D
03joonoh,,2021-10-27,40.4K,"['#추천', '#추천추천', '#먹방틱톡', '#틱톡음식', '#추천추천추천추천추천추천추천추천추천추천']",208,https://www.tiktok.com/@03joonoh/video/7023669851700956417?q=%EC%9D%8C%EC%8B%9D
ddo.ho,(또솔VS또호) 핵매운치킨 도전🔥 6조각 다 먹으면 성공!!! 과연 누가 이겼을까요😎???,2022-7-17,47.5K,"['#도전먹방', '#핵매운치킨']",168,https://www.tiktok.com/@ddo.ho/video/7121304394896870658?q=%EC%9D%8C%EC%8B%9D
yang_atti,오늘은 뿌링클 🍗 먹고싶은 메뉴들 적어 주세용~~,2021-4-23,116.8K,"['#틱톡서포터즈', '#틱톡푸드', '#핵인싸레시피', '#틱톡미식회']",910,https://www.tiktok.com/@yang_atti/video/6954235615848172802?q=%EC%9D%8C%EC%8B%9D
sinni1702,,5-4,73.6K,"['#화성인', '#모태고추녀', '#매운맛', '#mukbang', '#특이식성', '#koreanfood', '#koreanmukbang', '#fyp']",212,https://www.tiktok.com/@sinni1702/video/7229004969725250818?q=%EC%9D%8C%EC%8B%9D
