Writer,Content,Date,Like,Tag,Comments,Url
amugeonaamgn,[],3-16,65.8K,"['#틱톡순삭', '#틱톡교실', '#역사', '#지식']",320,https://www.tiktok.com/@amugeonaamgn/video/7211057632176639233?q=%EA%B5%90%EC%9C%A1
mnbvcx900223,[],8-16,1540,"['#어린이', '#학생', '#수업']",59,https://www.tiktok.com/@mnbvcx900223/video/7267808463055490305?q=%EA%B5%90%EC%9C%A1
youxnx417,[],2022-11-5,36.9K,"['#드라마', '#대한민국', '#추천']",375,https://www.tiktok.com/@youxnx417/video/7162433527760440578?q=%EA%B5%90%EC%9C%A1
mnbvcx900223,[],7-15,1579,"['#어린이', '#학생', '#일상']",32,https://www.tiktok.com/@mnbvcx900223/video/7255879763590401282?q=%EA%B5%90%EC%9C%A1
today__comedy,[],8-11,7710,"['#사귀당귀', '#사장님귀는당나귀귀', '#KBS', '#예능', '#comedy']",77,https://www.tiktok.com/@today__comedy/video/7265998303316266247?q=%EA%B5%90%EC%9C%A1
high_nity,[],2022-11-3,8895,"['#틱톡뉴스', '#이태원', '#학생', '#학교', '#고등학생', '#중학생']",415,https://www.tiktok.com/@high_nity/video/7161721614114114817?q=%EA%B5%90%EC%9C%A1
taegyonam,[],,184,[],16,https://www.tiktok.com/@taegyonam/video/7291969761569721601?q=%EA%B5%90%EC%9C%A1
netflixkcontent,[],2022-5-29,108.4K,"['#OurBlues', '#한지민', '#HanJiMin', '#김우빈']",600,https://www.tiktok.com/@netflixkcontent/video/7102607787552722178?q=%EA%B5%90%EC%9C%A1
laelspeech,[],10-19,6095,"['#스피치라엘', '#스피치교육', '#스피치']",170,https://www.tiktok.com/@laelspeech/video/7291614430419242247?q=%EA%B5%90%EC%9C%A1
osnews84,[],1-12,64.8K,"['#바보', '#웃긴영상', '#개그', '#짧은뉴스', '#짧뉴', '#osnews84', '#osnews']",7484,https://www.tiktok.com/@osnews84/video/7187550800430845186?q=%EA%B5%90%EC%9C%A1
jjina0331,[],2022-7-18,27.7K,"['#강아지교육', '#펫오산완', '#내펫먹방', '#애니멀톡']",201,https://www.tiktok.com/@jjina0331/video/7121679517936045313?q=%EA%B5%90%EC%9C%A1
youilg223,[],2022-6-23,26.4K,"['#배남이', '#키위', '#추천']",100,https://www.tiktok.com/@youilg223/video/7112239151944076545?q=%EA%B5%90%EC%9C%A1
_steacher.kr,[],2022-9-15,6908,[],44,https://www.tiktok.com/@_steacher.kr/video/7143554837991427329?q=%EA%B5%90%EC%9C%A1
bottle_hun,[],9-29,108K,"['#KUSF', '#대학스포츠', '#러너', '#틱톡스포츠', '#테이핑']",239,https://www.tiktok.com/@bottle_hun/video/7284183307196140807?q=%EA%B5%90%EC%9C%A1
shades.adult,[],3-29,8419,"['#shades', '#셰이즈', '#올바른성문화', '#연애', '#데이트', '#커플', '#사랑']",71,https://www.tiktok.com/@shades.adult/video/7215909956866804993?q=%EA%B5%90%EC%9C%A1
jjina0331,[],2022-10-23,37.6K,"['#강아지꿀팁', '#마이펫꿀팁', '#새끼강아지교육', '#강아지틱톡', '#댕냥직캠']",243,https://www.tiktok.com/@jjina0331/video/7157696274018487553?q=%EA%B5%90%EC%9C%A1
ocg__91,[],2022-9-28,60.4K,['#연인사이'],575,https://www.tiktok.com/@ocg__91/video/7148393881564990721?q=%EA%B5%90%EC%9C%A1
_steacher.kr,[],2022-9-19,14.5K,"['#교육', '#추천']",278,https://www.tiktok.com/@_steacher.kr/video/7145034537838480642?q=%EA%B5%90%EC%9C%A1
viamall03,[],8-1,33,[],0,https://www.tiktok.com/@viamall03/video/7262288319126588673?q=%EA%B5%90%EC%9C%A1
funfunetch,[],8-4,1071,[],53,https://www.tiktok.com/@funfunetch/video/7263276849101294850?q=%EA%B5%90%EC%9C%A1
rlasks1222,[],5-5,12.8K,[],321,https://www.tiktok.com/@rlasks1222/video/7229546725747281154?q=%EA%B5%90%EC%9C%A1
fuhott,[],2022-5-24,56.5K,"['#교육', '#여교사', '#추천떠라', '#foryou']",468,https://www.tiktok.com/@fuhott/video/7101278601282080002?q=%EA%B5%90%EC%9C%A1
chhyunk,[],3-23,123.1K,"['#대한민국', '#교육', '#드라마']",2974,https://www.tiktok.com/@chhyunk/video/7213503593310063874?q=%EA%B5%90%EC%9C%A1
olivedriving8600,[],7-10,13.7K,"['#2종보통기능시험', '#2종운전면허', '#강남운전면허학원']",420,https://www.tiktok.com/@olivedriving8600/video/7254080047605140737?q=%EA%B5%90%EC%9C%A1
insight_official,[],2022-3-4,64.8K,"['#오은영', '#금쪽같은내새끼', '#금쪽이']",706,https://www.tiktok.com/@insight_official/video/7071103290913623297?q=%EA%B5%90%EC%9C%A1
chocopie4jo,[],9-14,8468,"['#훈육', '#학교생활', '#자녀교육']",334,https://www.tiktok.com/@chocopie4jo/video/7278621344965610760?q=%EA%B5%90%EC%9C%A1
massage_service,[],7-27,157,"['#koreangirl', '#satusfying', '#fyp', '#hotboy', '#sex', '#여자다리털', '#틱톡교육']",2,https://www.tiktok.com/@massage_service/video/7260285389888425218?q=%EA%B5%90%EC%9C%A1
givelove_u,[],3-9,29.1K,['#딸교육'],114,https://www.tiktok.com/@givelove_u/video/7208295332445179138?q=%EA%B5%90%EC%9C%A1
sae_x_folder,[],2-15,3077,[],36,https://www.tiktok.com/@sae_x_folder/video/7200379534946995458?q=%EA%B5%90%EC%9C%A1
lifeszip,[],8-27,12.7K,"['#중국', '#제주도', '#관광객', '#참교육', '#이슈', '#공감', '#선팔맞팔', '#꿀잼', '#꿀팁', '#정보']",214,https://www.tiktok.com/@lifeszip/video/7271961848201743634?q=%EA%B5%90%EC%9C%A1
thutube22,[],4-9,37.5K,"['#떠튜브', '#에듀톡', '#에듀쌤']",122,https://www.tiktok.com/@thutube22/video/7219972605225241858?q=%EA%B5%90%EC%9C%A1
mobalreplay,[],11-6,2107,"['#추천', '#추천떠라', '#추천뜨게해주세요', '#일상', '#틱톡', '#틱톡코리아']",54,https://www.tiktok.com/@mobalreplay/video/7298244541239266562?q=%EA%B5%90%EC%9C%A1
totologue,[],10-27,25.2K,[],117,https://www.tiktok.com/@totologue/video/7294289466443844865?q=%EA%B5%90%EC%9C%A1
_steacher.kr,[],2022-5-10,2358,"['#추천', '#성생님']",48,https://www.tiktok.com/@_steacher.kr/video/7096029442346093825?q=%EA%B5%90%EC%9C%A1
_steacher.kr,[],2022-5-2,8663,"['#추천', '#성생님']",141,https://www.tiktok.com/@_steacher.kr/video/7093067420952186114?q=%EA%B5%90%EC%9C%A1
ranking1min5,[],2022-6-7,10.5K,"['#한국', '#학생', '#추천', '#랭킹쇼']",628,https://www.tiktok.com/@ranking1min5/video/7106398132761562370?q=%EA%B5%90%EC%9C%A1
ebs_knowledge,[],9-7,405,"['#카이스트', '#비즈니스', '#EBR', '#ebs']",28,https://www.tiktok.com/@ebs_knowledge/video/7273362067002756353?q=%EA%B5%90%EC%9C%A1
userlrds4p9hnt,[],2022-10-17,21K,"['#에듀톡', '#과학']",324,https://www.tiktok.com/@userlrds4p9hnt/video/7155358382315113729?q=%EA%B5%90%EC%9C%A1
jjina0331,[],2022-10-7,20.8K,"['#강아지교육', '#마이펫꿀팁', '#틱톡애니멀', '#귀여운강아지']",119,https://www.tiktok.com/@jjina0331/video/7151762783237836034?q=%EA%B5%90%EC%9C%A1
dynyg8kdmsli,[],2022-5-22,77.5K,"['#천재', '#퀴즈', '#교육', '#누가부자']",1705,https://www.tiktok.com/@dynyg8kdmsli/video/7100530168061496577?q=%EA%B5%90%EC%9C%A1
_steacher.kr,[],2022-8-29,2428,"['#교육', '#성생님', '#추천']",10,https://www.tiktok.com/@_steacher.kr/video/7137250339408874753?q=%EA%B5%90%EC%9C%A1
beauty.fo_ol,[],4-26,63K,"['#전교1등', '#김혜진', '#사내뷰공업']",366,https://www.tiktok.com/@beauty.fo_ol/video/7226268764197735682?q=%EA%B5%90%EC%9C%A1
user5210113480028,[],,24.1K,[],421,https://www.tiktok.com/@user5210113480028/video/7273719648888163591?q=%EA%B5%90%EC%9C%A1
creal.official,[],2022-2-9,36.2K,['#씨리얼'],413,https://www.tiktok.com/@creal.official/video/7062563359467523329?q=%EA%B5%90%EC%9C%A1
zxtgi10,[],2022-11-24,9,"['#iqiy', '#moshlong', '#thailand', '#ประเทศไทยต้องชนะ', '#fyp', '#fypシ']",0,https://www.tiktok.com/@zxtgi10/video/7169530114517290267?q=%EA%B5%90%EC%9C%A1
deebeekeepeelee,[],2022-5-19,2540,[],236,https://www.tiktok.com/@deebeekeepeelee/video/7099370146296286466?q=%EA%B5%90%EC%9C%A1
hyejinkang0,[],2022-2-22,39.9K,"['#먹으면서살빼기', '#이뻐지기']",1066,https://www.tiktok.com/@hyejinkang0/video/7067374209063783682?q=%EA%B5%90%EC%9C%A1
zisik_cat,[],2022-5-17,29.5K,"['#지식', '#상식', '#틱톡교육', '#틱톡교실']",2875,https://www.tiktok.com/@zisik_cat/video/7098582579204377858?q=%EA%B5%90%EC%9C%A1
_steacher.kr,[],2022-9-16,359,"['#교육', '#성생님', '#추천추천']",3,https://www.tiktok.com/@_steacher.kr/video/7143931488533318913?q=%EA%B5%90%EC%9C%A1
clabkr,[],2022-7-27,32.7K,"['#씨국여고생', '#', '#', '#', '#']",248,https://www.tiktok.com/@clabkr/video/7124982868404735233?q=%EA%B5%90%EC%9C%A1
ari_movie_official,[],2022-5-22,1164,"['#낙원의밤', '#한국영화명장면', '#마이사', '#추천', '#추천해주세요', '#추천뜨게해주세요']",24,https://www.tiktok.com/@ari_movie_official/video/7100501492494273793?q=%EA%B5%90%EC%9C%A1
_steacher.kr,[],2022-5-12,3928,[],14,https://www.tiktok.com/@_steacher.kr/video/7096746909313830145?q=%EA%B5%90%EC%9C%A1
thutube22,[],7-20,48.3K,"['#떠튜브', '#에듀톡', '#교육톡']",603,https://www.tiktok.com/@thutube22/video/7257879897811569922?q=%EA%B5%90%EC%9C%A1
jubugojicilttae,[],11-20,814,"['#수능대박', '#맘소통']",21,https://www.tiktok.com/@jubugojicilttae/video/7303555174621039890?q=%EA%B5%90%EC%9C%A1
zisik_cat,[],2022-4-22,54.6K,"['#에듀톡', '#틱톡쌤', '#틱톡교육', '#틱톡교실']",294,https://www.tiktok.com/@zisik_cat/video/7089376675108031746?q=%EA%B5%90%EC%9C%A1
bomtree1003,[],2021-1-1,35.3K,"['#노하우', '#팁', '#세상꿀팁', '#꿀팁', '#인생꿀팁', '#돈', '#머니', '#money', '#love', '#good', '#fff', '#초등']",3334,https://www.tiktok.com/@bomtree1003/video/6912720056740842753?q=%EA%B5%90%EC%9C%A1
song._.bom,[],4-21,3696,[],23,https://www.tiktok.com/@song._.bom/video/7224433158878465282?q=%EA%B5%90%EC%9C%A1
zisik_cat,[],2022-4-29,50.9K,"['#에듀톡', '#틱톡쌤', '#틱톡교육', '#틱톡교실']",611,https://www.tiktok.com/@zisik_cat/video/7091886657670057217?q=%EA%B5%90%EC%9C%A1
sae_x_folder,[],2-6,9541,[],225,https://www.tiktok.com/@sae_x_folder/video/7196921425138126082?q=%EA%B5%90%EC%9C%A1
user3898018843768,[],7-19,1012,"['#피구부', '#일등', '#추천추천추천추천추천추천추천추천추천추천']",517,https://www.tiktok.com/@user3898018843768/video/7257287886075104530?q=%EA%B5%90%EC%9C%A1
jjina0331,[],2022-9-21,95.6K,"['#강아지입질', '#내펫직캠', '#내펫꿀템', '#틱톡애니멀']",766,https://www.tiktok.com/@jjina0331/video/7145815892016762114?q=%EA%B5%90%EC%9C%A1
love_parkhyungsik,[],1일 전,5993,['#박형식'],80,https://www.tiktok.com/@love_parkhyungsik/video/7308014375334399233?q=%EA%B5%90%EC%9C%A1
cafri1004,[],2022-10-23,32K,"['#강아지', '#꼬똥드툴레아', '#cotondetulear']",0,https://www.tiktok.com/@cafri1004/video/7157588779404987650?q=%EA%B5%90%EC%9C%A1
rlasks1222,[],8-18,2487,[],57,https://www.tiktok.com/@rlasks1222/video/7268569911545302273?q=%EA%B5%90%EC%9C%A1
moonsanghee,[],2022-11-16,55.2K,"['#리라아트고등학교', '#소울리스좌', '#신입생', '#체육', '#특성화고', '#입학']",195,https://www.tiktok.com/@moonsanghee/video/7166538216382713090?q=%EA%B5%90%EC%9C%A1
rlasks1222,[],8-4,1519,[],29,https://www.tiktok.com/@rlasks1222/video/7263331032798088466?q=%EA%B5%90%EC%9C%A1
thutube22,[],4-8,64.3K,"['#떠튜브', '#에듀톡', '#교육톡']",395,https://www.tiktok.com/@thutube22/video/7219637772494114050?q=%EA%B5%90%EC%9C%A1
