Writer,Content,Date,Like,Tag,Comments,Url
damee_99,보정❌진실성100%,2022-8-23,102.4K,"['#데일리메이크업', '#뷰티', '#뷰티꿀팁', '#메이크업']",395,https://www.tiktok.com/@damee_99/video/7135064730401508609?q=%EB%B7%B0%ED%8B%B0
fransua____,다이소에 이런 게 있었어…? 다이소 뷰티 꿀템 4가지 추천,11-8,1280,[],8,https://www.tiktok.com/@fransua____/video/7299003347216911634?q=%EB%B7%B0%ED%8B%B0
luadoll,Wow🤭 너무 잘됨ㅋㅋㅋ😂 IB:,2022-5-14,2.9M,"['#luabeauty', '#메이크업', '#뷰티', '#뷰티꿀팁', '#루아뷰티']",3704,https://www.tiktok.com/@luadoll/video/7097535087884897538?q=%EB%B7%B0%ED%8B%B0
bbekimha,립스틱 💄이제 치아에 안 묻겠네 Lipstickhsck 👍,6-21,836.2K,"['#틱톡뷰티', '#립스틱꿀팁', '#lipstick', '#lipstickhack']",3022,https://www.tiktok.com/@bbekimha/video/7247071432310574337?q=%EB%B7%B0%ED%8B%B0
yyesaa2w,간단한 메이크업 꿀팁들!,2022-8-14,39.3K,"['#뷰티꿀팁', '#메이크업꿀팁', '#화장꿀팁', '#추천', '#추천떠라', '#좋아요', '#08', '#05']",70,https://www.tiktok.com/@yyesaa2w/video/7131547698829757698?q=%EB%B7%B0%ED%8B%B0
scarlet.sister,대박!뭐부터 리뷰해볼까?😀❤️❤️,2022-6-2,50.5K,"['#다이소추천템', '#틱톡보고삼', '#다이소', '#다이소꿀템', '#틱톡뷰티']",279,https://www.tiktok.com/@scarlet.sister/video/7104619209245592833?q=%EB%B7%B0%ED%8B%B0
anda.channel,40초만에 엔믹스 설윤 커버메이크업🎀,2022-5-20,622.7K,"['#틱톡뷰티', '#뷰티꿀팁', '#엔믹스', '#설윤', '#커버메이크업']",2988,https://www.tiktok.com/@anda.channel/video/7099678888116096258?q=%EB%B7%B0%ED%8B%B0
inssiinssi,프라이머 떡지는거 전혀 없고!! 들뜸 없이 진짜 이쁘게 표현돼요😖❤,2022-6-28,245.2K,"['#인씨', '#틱톡뷰티', '#초간단뷰티핵', '#추천']",318,https://www.tiktok.com/@inssiinssi/video/7114195566652820738?q=%EB%B7%B0%ED%8B%B0
nana.w13,제가 좋아하는 다이소 뷰티템!! 제 파우치에 다 있는 녀석들이니까 저 믿고 구매해보세요!! 다이소 뷰티템중에 더 궁금하신건 댓글 남겨주세용 . . . . .,11-18,3494,[],44,https://www.tiktok.com/@nana.w13/video/7302714606437403906?q=%EB%B7%B0%ED%8B%B0
dyzg5b9rqqky,학생분들을 위해 가성비좋은 뷰티템들을 가져와봤습니다 😊🌸 전부 내돈내산이고 첫번째 제품 지금 세일하고있더라구요! 세일 안할때는 2만원대에요.. 저는 2만원대로구매했는데 마침 세일을 딱 해버리네요.!.!.!? 헉 그리고 롬앤 신상 보셨나요?! 진짜 전종 다 구매해버리고 싶어요 ㅜㅜ 쿠로미 마멜 딱기다려ㅕ🤦‍♀️🤦‍♀️🤦‍♀️,7-10,36.8K,[],437,https://www.tiktok.com/@dyzg5b9rqqky/video/7254128042614820098?q=%EB%B7%B0%ED%8B%B0
arang.boo,뷰티유튜버가 꾸준히 구매해서 쓰는 화장진짜 잘 먹는 꿀템 best3💚💙,10-7,2049,"['#뷰티꿀템', '#뷰티']",1,https://www.tiktok.com/@arang.boo/video/7287029230251068674?q=%EB%B7%B0%ED%8B%B0
k__m__21,인간이되어가는 과정,10-13,170.5K,"['#03', '#ㅊㅊ', '#추천떠라']",1118,https://www.tiktok.com/@k__m__21/video/7289415986015423746?q=%EB%B7%B0%ED%8B%B0
_oomisoo_,앞으론 Q&A를 자주 찍겠어여....💎 앗그리고 이 메이크업 유튭 튜토리얼 올렷습니다,4-17,126.2K,"['#fyp', '#틱톡뷰티', '#눈물메이크업']",78,https://www.tiktok.com/@_oomisoo_/video/7222731677104098578?q=%EB%B7%B0%ED%8B%B0
cherry.p_beauty,올리브영 세일할 때 무조건 사야하는 쿠션 TOP3🔥(건성 인생쿠션),18시간 전,5615,"['#올영추천템', '#올영세일', '#쿠션추천', '#건성']",24,https://www.tiktok.com/@cherry.p_beauty/video/7308347058434477330?q=%EB%B7%B0%ED%8B%B0
dodowo10203,틴트 못 고르고 있는사람?! 직접 써봤던 틴트들 중 가장 좋았던 틴트 추천해줄게☺💖 영상에 나오는 틴트들은 '가을웜'에게 가장 추천..✨✨,7-18,24.8K,[],163,https://www.tiktok.com/@dodowo10203/video/7257025406891511042?q=%EB%B7%B0%ED%8B%B0
suana_up,궁금한건 댓글로 물어보면 대답해줄께!!,2022-12-21,38.4K,['#틱톡뷰티'],107,https://www.tiktok.com/@suana_up/video/7179512636390903041?q=%EB%B7%B0%ED%8B%B0
i_am_young22,"정말 감사하게도,, 닮았다고,, 해주셔서,,,,, 커버메이크업,, 한번 해보았읍니다,,, 죄송합니다,,,,",2020-8-13,179.8K,[],4709,https://www.tiktok.com/@i_am_young22/video/6860122459115474177?q=%EB%B7%B0%ED%8B%B0
dy802pq4i,한국 와서 메이크업 받은 일본 아이돌 출신 둘다 존예..,2022-10-19,50.1K,"['#일본', '#아이돌', '#추천떠라', '#추천', '#fyp']",299,https://www.tiktok.com/@dy802pq4i/video/7156233951005265154?q=%EB%B7%B0%ED%8B%B0
luadoll,님에게 회신 데일리메이크업💗,2022-5-15,390.6K,"['#makeup', '#luabeauty', '#메이크업', '#뷰티', '#뷰티꿀팁']",1123,https://www.tiktok.com/@luadoll/video/7097906945260129538?q=%EB%B7%B0%ED%8B%B0
soobeauty814,Thought??,7-18,8535,"['#nuse', '#kbeauty', '#korea', '#beauty']",36,https://www.tiktok.com/@soobeauty814/video/7256999827496652033?q=%EB%B7%B0%ED%8B%B0
sso_mi,님과,2021-1-23,649.4K,"['#이어찍기', '#뷰티이어찍기', '#틱톡뷰티']",2092,https://www.tiktok.com/@sso_mi/video/6920882767437909250?q=%EB%B7%B0%ED%8B%B0
luadoll,7. 양갈래 땋기🤍,2022-7-29,2.3M,"['#hair', '#luabeauty', '#헤어꿀팁', '#루아뷰티', '#헤어스타일', '#틱톡뷰티']",3438,https://www.tiktok.com/@luadoll/video/7125656306081484033?q=%EB%B7%B0%ED%8B%B0
cookingmua,감동받은 웨이드 비누😊,8-5,272.2K,"['#요리하는메이크업아티스트', '#틱톡뷰티', '#beauty', '#비누만들기']",892,https://www.tiktok.com/@cookingmua/video/7263804550241340673?q=%EB%B7%B0%ED%8B%B0
kghwan21,Trả lời,2022-6-7,736,['#추천'],14,https://www.tiktok.com/@kghwan21/video/7106147944650247426?q=%EB%B7%B0%ED%8B%B0
mnsla5,이제 화장품 다이소에서만 살듯… 못하는게 뭐야,2022-10-9,56.8K,"['#다이소꿀템', '#다이소뷰티템', '#틱톡보고삼']",579,https://www.tiktok.com/@mnsla5/video/7152519850445819137?q=%EB%B7%B0%ED%8B%B0
jjalcut,이거 사용해보신분?! 진짜 개꿀템인데 ㅜㅜ,2022-5-15,54.3K,"['#틱톡보고삼', '#유레카', '#에듀톡', '#틱톡교실']",316,https://www.tiktok.com/@jjalcut/video/7097792037423959298?q=%EB%B7%B0%ED%8B%B0
matiland_mati,미친 탕후루 립...? 과연?! . .,7-1,36.6K,"['#마티뷰티', '#탕후루립', '#틱톡뷰티', '#마티', '#mati', '#fyp']",130,https://www.tiktok.com/@matiland_mati/video/7250731689515797767?q=%EB%B7%B0%ED%8B%B0
hp_makeup.kr,브러쉬로 발라 보았습니다.,2022-12-5,62.8K,"['#파트너크리에이터', '#makeup']",121,https://www.tiktok.com/@hp_makeup.kr/video/7173498623223729409?q=%EB%B7%B0%ED%8B%B0
luadoll,오?!😳,2022-10-11,1.4M,"['#beauty', '#makeup', '#luabeauty', '#메이크업', '#뷰티꿀팁', '#루아뷰티', '#틱톡뷰티', '#틱톡보고삼']",2945,https://www.tiktok.com/@luadoll/video/7153211247155039490?q=%EB%B7%B0%ED%8B%B0
marongxxi,님과,2021-3-24,234.4K,['#이어찍기'],245,https://www.tiktok.com/@marongxxi/video/6943136200752499970?q=%EB%B7%B0%ED%8B%B0
scarlet.sister,손끝으로 찾는 내 인생 립?🫢 이게 진짜 내 인생립이야..? 어때..?,7-7,44.1K,"['#스꿀', '#스칼렛꿀팁', '#인생립', '#찰떡립', '#뷰티꿀팁']",308,https://www.tiktok.com/@scarlet.sister/video/7253057165282299137?q=%EB%B7%B0%ED%8B%B0
beautyus_official,이 가격에 이 정도 퀄리티💚,8-8,6509,"['#makeup', '#beauty']",23,https://www.tiktok.com/@beautyus_official/video/7264881917521087762?q=%EB%B7%B0%ED%8B%B0
heble_hehe,꼭지's에 바르는 유듀틴트...?,10-29,9558,"['#틱톡뷰티', '#틱톡뷰티템', '#틱톡뷰티크리에이터', '#학생메이크업']",66,https://www.tiktok.com/@heble_hehe/video/7295215634063904002?q=%EB%B7%B0%ED%8B%B0
xunue123,오우 쓋,10-3,166.4K,['#틱톡뷰티'],908,https://www.tiktok.com/@xunue123/video/7285698425700519169?q=%EB%B7%B0%ED%8B%B0
xunue123,친화력 갑,9-10,747.2K,['#추천'],4492,https://www.tiktok.com/@xunue123/video/7277148783962639618?q=%EB%B7%B0%ED%8B%B0
eunsovwhub5,웬만한 좋은 화장품은 다 써봤는데 소용없더라 비싸게 피부과 다녀도 한동안만 없어지고 바로 생겨버리고.. 평소에 조금이라도 가릴려고 컨실러랑 쿠션 좀 많이 바르긴하는데 클렌징 엄청 열심히해.. 누가 나좀 도와주면 좋겠다,8-10,38.2K,[],2670,https://www.tiktok.com/@eunsovwhub5/video/7265697172325190913?q=%EB%B7%B0%ED%8B%B0
allinbeautywoman,속눈썹펌 하기전 꼭 봐야할 영상,8-5,3419,"['#k뷰티', '#뷰티', '#올인뷰티', '#아이돌메이크업', '#kpopmakeup']",3,https://www.tiktok.com/@allinbeautywoman/video/7263793235229707527?q=%EB%B7%B0%ED%8B%B0
kghwan21,Trả lời,2022-6-7,680,"['#틱톡뷰티', '#추천', '#xuhuong', '#makeup']",7,https://www.tiktok.com/@kghwan21/video/7106145915777355010?q=%EB%B7%B0%ED%8B%B0
hyunsoday,"다이소 뷰티템 이렇게나 좋다고? 사소한 꿀팁부터 대박템까지 알려드립니다 💸 가성비 최고는 다이소가 확실하군요 ,,, 신상 좀 더 내주세요 ㅠ ㅠ",2022-10-5,58.8K,[],237,https://www.tiktok.com/@hyunsoday/video/7150946926144326914?q=%EB%B7%B0%ED%8B%B0
bbibixxx,Ảo,10-24,1.5M,"['#抖音', '#beautytips', '#makeup', '#fyp']",7855,https://www.tiktok.com/@bbibixxx/video/7293453622648540418?q=%EB%B7%B0%ED%8B%B0
kghwan21,Trả lời,2022-6-8,647,"['#무쌍메이크업', '#추천', '#메이크업꿀팁']",3,https://www.tiktok.com/@kghwan21/video/7106519632386870530?q=%EB%B7%B0%ED%8B%B0
kitt2girl,청순 썸녀의 비밀 🤫 쉿 너네만 알기🩷,7-5,47.4K,"['#해해', '#k뷰티', '#틱톡뷰티', '#추천뜨면알려주세요']",451,https://www.tiktok.com/@kitt2girl/video/7251990617876712705?q=%EB%B7%B0%ED%8B%B0
sunx030,중1이 가지고있는 모든뷰티템!,9-29,7747,['#추천추천추천추천추천추천추천추천추천추천'],311,https://www.tiktok.com/@sunx030/video/7284255390370385154?q=%EB%B7%B0%ED%8B%B0
cho.jiiii,WOC 여러분들이 선호하는 블러셔 타입은🤔??,1-11,317.8K,"['#파트너크리에이터', '#블러셔', '#블러셔하는법']",665,https://www.tiktok.com/@cho.jiiii/video/7187358509850184961?q=%EB%B7%B0%ED%8B%B0
bb_byuofficial,💙🦋,7-24,85.1K,"['#ngopimase', '#☕️', '#BEAUTYBOX', '#rina', '#리나', '#chaeeun', '#채은']",1111,https://www.tiktok.com/@bb_byuofficial/video/7259207521921928450?q=%EB%B7%B0%ED%8B%B0
chan121234,뷰티과는 이런곳입니다.,2022-3-19,36.2K,"['#04', '#추천', '#고3']",226,https://www.tiktok.com/@chan121234/video/7076611815500811521?q=%EB%B7%B0%ED%8B%B0
lov_e_u0,다시 돌아오지 않는 어린시절,2022-6-20,119.8K,"['#추억', '#fyp']",2408,https://www.tiktok.com/@lov_e_u0/video/7110969663131045122?q=%EB%B7%B0%ED%8B%B0
ssssomin__,지친 피부에 이것만 가끔 해줘도 달라진다?? 진짜 꼼꼼히 선정한 올영 마스크팩 4가지💖,7-5,1992,"['#올영', '#올리브영']",16,https://www.tiktok.com/@ssssomin__/video/7252262503051267330?q=%EB%B7%B0%ED%8B%B0
cookingmua,애교살은 음영이 살짝 들어가는게 예뻐요😁,2022-8-4,58.2K,"['#요리하는메이크업아티스트', '#틱톡뷰티', '#메이크업실수']",77,https://www.tiktok.com/@cookingmua/video/7127980617182088449?q=%EB%B7%B0%ED%8B%B0
eunchae_beauty,퓌 쿠션 자세한 리뷰는 태그 참고❤️,3일 전,2975,[],4,https://www.tiktok.com/@eunchae_beauty/video/7307263823990377729?q=%EB%B7%B0%ED%8B%B0
sbs_dongdaemun,진정최강 고무팩👽,8-25,5266,"['#추천', '#미용학원', '#고무팩', '#피부국가자격증', '#satisfying', '#artbeauty']",40,https://www.tiktok.com/@sbs_dongdaemun/video/7271183427217444097?q=%EB%B7%B0%ED%8B%B0
ponysyndrome,이번에는 로즈골드 메이크업으로 찾아왔습니다~!좋아요 많이 눌러주세요~,2019-10-26,722.7K,"['#메이크업', '#pony', '#포니']",1898,https://www.tiktok.com/@ponysyndrome/video/6751945705172094209?q=%EB%B7%B0%ED%8B%B0
fwee_makeup,야근 중..재밌따..😷,2022-9-14,26.7K,"['#틱톡뷰티', '#fyp', '#추천']",152,https://www.tiktok.com/@fwee_makeup/video/7143196997565058306?q=%EB%B7%B0%ED%8B%B0
2_.h.e07,유행이라며,6-30,640,"['#한수위', '#07', '#뷰티과', '#추천']",0,https://www.tiktok.com/@2_.h.e07/video/7250307994112576769?q=%EB%B7%B0%ED%8B%B0
hp_makeup.kr,헐 이게 유행이래 애드라 신기하지 나도 신기해서 틱톡보고 사봤어,2022-8-26,39K,"['#틱톡보고삼', '#메이크업', '#틱톡뷰티', '#makeup']",81,https://www.tiktok.com/@hp_makeup.kr/video/7135832189924592897?q=%EB%B7%B0%ED%8B%B0
fujiwhite1,,2022-1-4,285.4K,"['#korean', '#추천', '#koreangirl', '#뷰티', '#2021', '#네일아트추천', '#네일', '#2022']",2262,https://www.tiktok.com/@fujiwhite1/video/7049141470116318465?q=%EB%B7%B0%ED%8B%B0
beautyletter,4가지 피부타입 테스트,11-18,533,"['#피부관리', '#건성', '#지성']",5,https://www.tiktok.com/@beautyletter/video/7302786007898819841?q=%EB%B7%B0%ED%8B%B0
cookingmua,블랙헤드 제거하기^^ 지성인분들은 클렌징해서 깨끗하게 씻어내세요😉,2022-7-8,484.9K,['#요리하는메이크업아티스트'],1283,https://www.tiktok.com/@cookingmua/video/7117966925858213122?q=%EB%B7%B0%ED%8B%B0
dely_vely,[],2022-9-6,4013,"['#큐티클제거', '#손톱영양제추천', '#네일영양제추천']",0,https://www.tiktok.com/@dely_vely/video/7140150975897029889?q=%EB%B7%B0%ED%8B%B0
luff_homme,,2021-7-5,44.7K,"['#솜사탕헤어', '#제니하우스', '#뷰티하우스', '#집게핀하는법', '#집게핀사용법']",313,https://www.tiktok.com/@luff_homme/video/6981371341685542146?q=%EB%B7%B0%ED%8B%B0
j_innnnnnnm,참을 수 있다 vs 없다 ⁉️,7-7,40.6K,"['#올영품절템', '#뷰티꿀템', '#틱톡뷰티']",80,https://www.tiktok.com/@j_innnnnnnm/video/7253010281809317121?q=%EB%B7%B0%ED%8B%B0
aiden_parkk,이 조합 추천🙌🏻,2022-4-14,1.8M,"['#에스쁘아', '#비벨벳쿠션', '#수퍼소프트페이스브러쉬', '#틱톡뷰티', '#뷰르가즘']",8035,https://www.tiktok.com/@aiden_parkk/video/7086357977447402754?q=%EB%B7%B0%ED%8B%B0
cookingmua,블랙핑크 립 글로즈😊,4-11,806K,"['#요리하는메이크업아티스트', '#틱톡뷰티', '#립글로스만들기', '#makeupasmr']",1240,https://www.tiktok.com/@cookingmua/video/7220738440286031105?q=%EB%B7%B0%ED%8B%B0
yuxchae_,남자들은 모르는 여친의 쌩얼 메이크업,7-6,6513,"['#makeup', '#틱톡뷰티']",31,https://www.tiktok.com/@yuxchae_/video/7252649568188321032?q=%EB%B7%B0%ED%8B%B0
_oomisoo_,💦🧼.,2022-11-12,1.6M,"['#makeup', '#artmakeup', '#makeuptutorial', '#아트메이크업', '#viral', '#foryou', '#파트너크리에이터']",9956,https://www.tiktok.com/@_oomisoo_/video/7164777161625308417?q=%EB%B7%B0%ED%8B%B0
momi_beautycam,올영세일 1일차 풍경!! 메뚜기떼가 쓸어간 올영 추천템,20시간 전,572,"['#tiktokbeauty', '#koreanbeauty', '#makeup']",0,https://www.tiktok.com/@momi_beautycam/video/7308317380260793602?q=%EB%B7%B0%ED%8B%B0
sunny.3idiots,with,2022-7-21,6673,"['#stitch', '#윗유하우스']",40,https://www.tiktok.com/@sunny.3idiots/video/7122745468324416770?q=%EB%B7%B0%ED%8B%B0
iamspace_0407,미용실 개늦어서.. 생각보다 사람들 관심 없더라,8-23,13K,"['#insta', '#k뷰티', '#틱톡뷰티']",384,https://www.tiktok.com/@iamspace_0407/video/7270409876713557250?q=%EB%B7%B0%ED%8B%B0
dyjct0mba36x,님들 이거 개좋음 이 퍼프에다가 미스트 뿌고 하면 더 오짐..개인적으론 아기궁댕이 퍼프보다 더 조은 것 가틈 딱 만지면 말랑말ㄹ랑하고 피부표현 잘될것같은 퍼프임 ㄹㅇ 다 사라,10-5,18K,[],133,https://www.tiktok.com/@dyjct0mba36x/video/7286438278855757057?q=%EB%B7%B0%ED%8B%B0
yulia_channel,Beauty 뷰티,8-17,23,"['#yuliachannel', '#리뷰', '#review']",0,https://www.tiktok.com/@yulia_channel/video/7268129957283368194?q=%EB%B7%B0%ED%8B%B0
merrymonde.official,💗핑크모브한 메이크업 튜토리얼💗,9-16,4788,"['#틱톡뷰티', '#아이라이너그리는법', '#슈퍼트임아이라이너']",36,https://www.tiktok.com/@merrymonde.official/video/7279079854224444680?q=%EB%B7%B0%ED%8B%B0
ddimmi96,내 인생 중 가장 예뻤던 리즈시절 화장 머리 그대로 해보기!! 미쳤다ㅋㅋㅋㅋㅋㅋ,2022-8-14,59.3K,"['#fyp', '#추천', '#makeup', '#뷰티']",192,https://www.tiktok.com/@ddimmi96/video/7131659897824922881?q=%EB%B7%B0%ED%8B%B0
163_9cm_jade,어떤 브랜드를 좋아하시나요?? 😘,2022-11-24,1.2M,"['#lpick', '#fyp', '#틱톡뷰티', '#파트너크리에이터']",3666,https://www.tiktok.com/@163_9cm_jade/video/7169266496701615361?q=%EB%B7%B0%ED%8B%B0
yyesaa2w,여러가지 화장꿀팁!!~~,2022-8-5,462.6K,"['#화장꿀팁', '#뷰티꿀팁', '#추천', '#추천떠라', '#08', '#03', '#05']",509,https://www.tiktok.com/@yyesaa2w/video/7128200974664994049?q=%EB%B7%B0%ED%8B%B0
anua.skincare_kr,찐으로 “하얀”피부 되려면 요렇게 써야행🤍 #피부좋아지는법 #피부관리 #하얀피부 #흰피부 #추천 #아누아 #fyp #방학추천템 #방학꿀팁 #방학동안예뻐지기 #틱톡뷰티 #틱톡뷰티꿀팁,7-18,2932,"['#피부좋아지는법', '#피부관리', '#하얀피부', '#흰피부', '#추천', '#아누아', '#fyp', '#방학추천템', '#방학꿀팁', '#방학동안예뻐지기', '#틱톡뷰티', '#틱톡뷰티꿀팁']",9,https://www.tiktok.com/@anua.skincare_kr/video/7257035130664013058?q=%EB%B7%B0%ED%8B%B0
powderroom_kr,다이소 추천템 말 안해도 다들 RG? 다 사도 2만원 안되는 가격!! 다이소 뷰티 추천템이 진짜 갓.성.비☔️ ✔️ 트윙틀팝 무드모먼트 네일 ✔️ 퍼프+거울 케이스 기름종이 ✔️ 비프루브 리얼캐롯 크림 ✔️ 식물원 발효콩 아이세럼,8-29,2524,[],19,https://www.tiktok.com/@powderroom_kr/video/7272670159926562055?q=%EB%B7%B0%ED%8B%B0
xunue123,다들 자신에 맞는 화장을 하고 계신가요?,2021-2-24,75.3K,"['#추천', '#뷰티힙톡커', '#무효화장유효화장']",581,https://www.tiktok.com/@xunue123/video/6932773345851100418?q=%EB%B7%B0%ED%8B%B0
suana_up,쿠로미화장품 전격리뷰💜💜 요 영상보고 살지말지 결정해봐!!,8-2,37.6K,"['#틱톡뷰티', '#메이크업튜토리얼', '#메이크업']",125,https://www.tiktok.com/@suana_up/video/7262657799203605762?q=%EB%B7%B0%ED%8B%B0
cute_.dami,다이소에서 이거 보이면 무조건 사세요!! 갓성비 브러쉬 추천 (뷰티 꿀템🍯) ⋆ ⋆ ⋆,10-29,242,"['#뷰티', '#뷰티꿀팁', '#메이크업']",3,https://www.tiktok.com/@cute_.dami/video/7295352210651630850?q=%EB%B7%B0%ED%8B%B0
anda.channel,맨날 피드에 뜨는 '그' 메이크업 직접 해봄🤣,2022-8-12,155.2K,"['#뷰티꿀팁', '#makeup', '#커버메이크업']",413,https://www.tiktok.com/@anda.channel/video/7130791329805634818?q=%EB%B7%B0%ED%8B%B0
xunue123,회사에서 화장하기! 눈꼽은 상여자의 애교다,8-3,286.9K,[],1127,https://www.tiktok.com/@xunue123/video/7263042814580198674?q=%EB%B7%B0%ED%8B%B0
luadoll,턱 쉐이딩😆👏🏻,2022-8-26,88.8K,"['#beauty', '#makeup', '#luabeauty', '#뷰티', '#뷰티꿀팁', '#루아뷰티', '#틱톡뷰티', '#메이크업실수']",142,https://www.tiktok.com/@luadoll/video/7136056951179332865?q=%EB%B7%B0%ED%8B%B0
xunue123,요즘 유행하는 걸어다니면서 메이크업...,8-14,53.7K,[],369,https://www.tiktok.com/@xunue123/video/7267129181111078152?q=%EB%B7%B0%ED%8B%B0
cho.jiiii,난 계란형이 맞을까요..??,2022-9-19,706.1K,"['#틱톡뷰티', '#파트너크리에이터', '#얼굴형별뷰티팁', '#계란형얼굴', '#makeuphacks']",613,https://www.tiktok.com/@cho.jiiii/video/7145023895286861057?q=%EB%B7%B0%ED%8B%B0
jjallook,일주일 내로 효과보는 복코해결마사지!,3-1,238.2K,"['#뷰티', '#복코해결', '#복코해결법', '#복코마사지', '#뷰티']",950,https://www.tiktok.com/@jjallook/video/7205536884368493826?q=%EB%B7%B0%ED%8B%B0
allreview001,혹시..흑꿈치세요? 🤮 여름에는 제발 이 방법으로 팔꿈치 하얗게 만들어보세요❗️🙏🏻,6-28,19.6K,"['#뷰티', '#뷰티꿀팁', '#올리브영']",102,https://www.tiktok.com/@allreview001/video/7249696258154122504?q=%EB%B7%B0%ED%8B%B0
xyy7068,[],8-1,43.5K,[],403,https://www.tiktok.com/@xyy7068/video/7262030564679535879?q=%EB%B7%B0%ED%8B%B0
hoonion,틱톡 품절대란 퍼프..? 제가 한번 사봤는데요🌶️ (반전있음 | 2대기중),4-5,61.6K,['#틱톡뷰티'],293,https://www.tiktok.com/@hoonion/video/7218399029070155010?q=%EB%B7%B0%ED%8B%B0
yuxchae_,입술 2배! 얇은 입술 오버립하는 법✏️,6-30,34.9K,"['#메이크업', '#kbeauty', '#틱톡뷰티', '#fyp']",93,https://www.tiktok.com/@yuxchae_/video/7250452831386242322?q=%EB%B7%B0%ED%8B%B0
jeina_ina,[],3-11,83.2K,[],349,https://www.tiktok.com/@jeina_ina/video/7209150787946024199?q=%EB%B7%B0%ED%8B%B0
ycsysr128,,2022-10-16,13.8K,"['#뷰티', '#화장', '#여고생', '#메이크업', '#추천', '#추천추천', '#추천안뜨면삐짐']",141,https://www.tiktok.com/@ycsysr128/video/7154999525801741570?q=%EB%B7%B0%ED%8B%B0
harpersbazaarkorea,[],7-11,15.9K,"['#랄랄', '#아넷사', '#ANESSA', '#아넷사선크림', '#퍼펙트밀크']",0,https://www.tiktok.com/@harpersbazaarkorea/video/7254370320914681096?q=%EB%B7%B0%ED%8B%B0
inssiinssi,진짜 깔끔하고 가볍게 수정돼요 강추ㅜㅜㅜ👍❤,2022-6-30,76K,"['#수정화장', '#틱톡뷰티', '#초간단뷰티핵', '#메이크업']",89,https://www.tiktok.com/@inssiinssi/video/7114995901533392129?q=%EB%B7%B0%ED%8B%B0
cookingmua,내얼굴에 맞는 동안 볼터치 위치찾기 🙃,2022-1-26,157.9K,"['#요리하는메이크업아티스트', '#틱톡뷰티']",353,https://www.tiktok.com/@cookingmua/video/7057489959204228353?q=%EB%B7%B0%ED%8B%B0
hoonion,무너짐 없는! 쿠션 바르는 법😃,2022-7-9,55.5K,['#뷰티꿀팁'],61,https://www.tiktok.com/@hoonion/video/7118368339516312834?q=%EB%B7%B0%ED%8B%B0
jeina_ina,[],2-5,74.8K,[],216,https://www.tiktok.com/@jeina_ina/video/7196553784430988546?q=%EB%B7%B0%ED%8B%B0
luadoll,피부 잡티관리의 계절❄️ 이 조합으로 1일1팩 끊고 안색 맑아짐🥳 갈색병 좋아하시는 분들은 꼭 이조합 써보세요❣️ 신세계 경험함다😏,2022-11-30,230.7K,[],802,https://www.tiktok.com/@luadoll/video/7171726464256183553?q=%EB%B7%B0%ED%8B%B0
ring4028,예뻐졌나요?,8-9,7936,['#틱톡뷰티'],77,https://www.tiktok.com/@ring4028/video/7265164611563834626?q=%EB%B7%B0%ED%8B%B0
xunue123,홍대 가는 메이크업,8-5,39K,['#틱톡뷰티'],349,https://www.tiktok.com/@xunue123/video/7263786743499967762?q=%EB%B7%B0%ED%8B%B0
_ingyaho,오버립 참 쉽다.👄🫦 ⬇️ 사용한 제품 1️⃣롬앤 (립펜슬) : 립 메이트_ 02 더비핑크 2️⃣뮤드 (베이스립) : 소프트 블러 틴트 _ 12 인스파이어 3️⃣롬앤 (포인트립) : 블러 퍼지 틴트_08 커랜트 잼 4️⃣투쿨포스쿨 (쉐이딩) : 아트클래스 바이 로댕 쉐이딩 2 모던 5️⃣컬러그램 (하이라이터) : 밀크 영롱 하트라이터 _ 02 콩닥핑크 _,16시간 전,212,[],7,https://www.tiktok.com/@_ingyaho/video/7308379899226508545?q=%EB%B7%B0%ED%8B%B0
xunue123,생얼인데 30분에 남친이 온다?!,8-1,341.7K,['#틱톡뷰티'],3371,https://www.tiktok.com/@xunue123/video/7262294618732039431?q=%EB%B7%B0%ED%8B%B0
lovelyaralla0,틱톡 탑크리에이터가 되기까지 🐰썰풀면서 연말파티🎄감사합니다 🙏할렐루야🎉,19시간 전,3573,['#20231202'],26,https://www.tiktok.com/@lovelyaralla0/video/7308329949276949761?q=%EB%B7%B0%ED%8B%B0
swanmensbeauty,(40초컷) 올바른 세안법 5가지 👋 다들 연말 잘 보내고 계신가욯ㅎㅎ 많이 물어보시는,2022-12-28,114.9K,"['#여드름피부', '#세안법']",294,https://www.tiktok.com/@swanmensbeauty/video/7182178487166373122?q=%EB%B7%B0%ED%8B%B0
useri55jvjh7tg,나연 커버 메이크업!,2022-10-18,777.5K,"['#트와이스', '#twice', '#makeup', '#추천']",4576,https://www.tiktok.com/@useri55jvjh7tg/video/7155851980332600578?q=%EB%B7%B0%ED%8B%B0
merrymonde.official,모공요철까지,7-18,36.4K,"['#무보정', '#케이크쿠션', '#해피유어데이쿠션', '#커버력']",132,https://www.tiktok.com/@merrymonde.official/video/7257096209922362642?q=%EB%B7%B0%ED%8B%B0
